months_as_customer,policy_bind_date,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_education_level,insured_occupation,capital-gains,capital-loss,incident_type,incident_severity,authorities_contacted,incident_hour_of_the_day,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,fraud_reported,days_to_claim
186,2008-07-28,250/500,2000,1347.31,0,JD,protective-serv,80900,-111100,Multi-vehicle Collision,Minor Damage,Ambulance,1,NO,2,3,NO,12300,12300,49200,N,2380
135,1998-05-05,250/500,2000,1687.53,0,JD,protective-serv,0,-69600,Single Vehicle Collision,Total Loss,Fire,7,NO,1,2,NO,15640,7820,54740,N,6107
110,1995-04-16,250/500,1000,1183.48,0,Associate,other-service,0,0,Single Vehicle Collision,Major Damage,Ambulance,19,NO,2,3,NO,13800,9200,32200,Y,7225
259,1992-02-14,500/1000,2000,1537.13,0,PhD,handlers-cleaners,0,-58300,Multi-vehicle Collision,Total Loss,Other,3,NO,0,2,YES,6340,6340,44380,N,8358
114,2007-07-11,250/500,1000,1173.25,0,Masters,protective-serv,0,-34700,Vehicle Theft,Minor Damage,,3,NO,0,3,YES,520,520,3640,N,2786
404,2010-04-07,250/500,1000,1361.16,4000000,Masters,transport-moving,0,-63700,Single Vehicle Collision,Minor Damage,Ambulance,23,NO,2,0,YES,5310,5310,42480,Y,1744
282,1991-03-10,500/1000,2000,1422.56,7000000,MD,prof-specialty,26900,-55300,Vehicle Theft,Minor Damage,,7,NO,1,2,NO,640,320,2560,N,8737
57,1996-01-20,500/1000,2000,1143.06,0,Masters,tech-support,63100,-54100,Multi-vehicle Collision,Total Loss,Ambulance,0,NO,0,1,YES,14580,14580,43740,N,6936
215,2010-03-01,250/500,500,1405.71,0,PhD,craft-repair,0,0,Single Vehicle Collision,Total Loss,Police,10,NO,0,1,NO,7070,14140,49490,N,1798
140,2014-06-15,100/300,500,1354.2,0,College,adm-clerical,100500,0,Multi-vehicle Collision,Minor Damage,Other,4,NO,0,0,NO,5470,10940,43760,N,240
250,2004-11-25,100/300,500,1055.6,0,High School,exec-managerial,69500,-40700,Single Vehicle Collision,Major Damage,Other,16,NO,1,1,NO,13600,6800,54400,Y,3691
286,2000-08-26,250/500,1000,999.43,0,College,prof-specialty,25800,0,Vehicle Theft,Trivial Damage,Police,3,YES,2,0,NO,820,410,2870,N,5241
356,2005-08-23,250/500,2000,1155.97,0,High School,prof-specialty,0,0,Single Vehicle Collision,Minor Damage,Other,5,YES,0,3,NO,5590,11180,44720,N,3471
65,1990-08-09,250/500,1000,1726.91,0,High School,other-service,0,0,Vehicle Theft,Trivial Damage,,14,NO,0,0,NO,720,1440,5040,N,8938
187,2003-03-28,500/1000,500,1232.57,0,PhD,machine-op-inspct,59500,0,Multi-vehicle Collision,Minor Damage,Fire,7,NO,0,0,NO,8200,4100,32800,N,4349
386,2007-10-23,250/500,500,1078.65,0,JD,craft-repair,36800,0,Single Vehicle Collision,Minor Damage,Police,16,NO,2,3,YES,12120,6060,48480,N,2629
197,1996-06-27,500/1000,1000,1324.78,0,PhD,prof-specialty,0,-64500,Single Vehicle Collision,Major Damage,Police,6,NO,2,2,YES,15280,7640,53480,Y,6771
166,1994-12-11,250/500,500,1518.54,0,MD,craft-repair,0,0,Single Vehicle Collision,Total Loss,Ambulance,10,YES,1,1,NO,10600,10600,37100,N,7350
293,1995-12-05,100/300,2000,1239.06,0,JD,transport-moving,34900,0,Single Vehicle Collision,Total Loss,Police,19,NO,1,1,NO,5210,10420,41680,N,6976
179,1996-12-15,500/1000,2000,1246.68,0,PhD,priv-house-serv,0,0,Single Vehicle Collision,Minor Damage,Fire,10,NO,0,1,NO,5900,5900,41300,N,6618
76,2011-06-06,250/500,1000,1622.67,0,MD,priv-house-serv,0,0,Multi-vehicle Collision,Total Loss,Ambulance,6,NO,1,1,NO,14940,7470,52290,N,1353
105,1995-12-13,250/500,500,1082.36,0,Associate,prof-specialty,0,0,Multi-vehicle Collision,Major Damage,Fire,12,NO,2,2,NO,12100,6050,42350,N,6982
97,1997-10-28,250/500,1000,1270.55,0,Masters,protective-serv,0,-72100,Multi-vehicle Collision,Total Loss,Other,10,YES,2,3,NO,7720,15440,61760,Y,6293
148,1996-01-04,500/1000,1000,1236.32,5000000,MD,adm-clerical,55100,0,Single Vehicle Collision,Total Loss,Police,0,NO,2,0,NO,5550,11100,44400,N,6946
77,2008-05-09,250/500,2000,785.82,0,JD,exec-managerial,49700,0,Multi-vehicle Collision,Major Damage,Police,12,YES,2,0,NO,12560,6280,50240,Y,2434
295,2009-12-05,250/500,500,1265.84,0,JD,prof-specialty,52200,-44500,Vehicle Theft,Minor Damage,,10,YES,1,3,YES,760,380,3420,N,1868
126,1992-01-05,250/500,500,1508.9,0,JD,machine-op-inspct,0,0,Multi-vehicle Collision,Total Loss,Police,3,NO,0,1,NO,11300,11300,45200,N,8397
132,1997-11-15,250/500,2000,1106.84,0,PhD,other-service,43100,-31900,Vehicle Theft,Minor Damage,Police,21,YES,1,1,YES,1120,560,3920,N,6262
370,2012-12-22,500/1000,2000,1389.13,7000000,JD,other-service,0,-53200,Vehicle Theft,Minor Damage,,6,NO,0,2,NO,900,1800,6300,N,787
257,1992-05-19,100/300,1000,974.84,0,JD,transport-moving,52100,0,Single Vehicle Collision,Total Loss,Police,0,NO,0,1,YES,21330,7110,56880,N,8318
9,2002-05-25,100/300,2000,1304.46,0,PhD,machine-op-inspct,51700,-33300,Vehicle Theft,Trivial Damage,,6,NO,0,3,YES,540,1080,4320,Y,4634
185,2010-04-21,250/500,500,1257.36,0,PhD,armed-forces,0,0,Multi-vehicle Collision,Major Damage,Fire,20,YES,1,1,NO,9340,4670,37360,Y,1773
234,1990-03-26,250/500,500,1257.04,0,Associate,protective-serv,0,-48800,Single Vehicle Collision,Major Damage,Police,4,NO,2,2,YES,10320,5160,36120,N,9106
253,2007-05-12,100/300,2000,719.52,0,High School,farming-fishing,45800,0,Parked Car,Trivial Damage,,9,NO,0,3,NO,600,600,4200,N,2834
233,2001-01-02,500/1000,2000,1524.18,0,JD,craft-repair,0,0,Multi-vehicle Collision,Minor Damage,Fire,20,NO,1,0,YES,5430,5430,38010,N,5119
274,2006-08-10,500/1000,500,1395.58,0,JD,tech-support,0,0,Vehicle Theft,Minor Damage,Police,7,NO,2,1,NO,860,860,3870,N,3101
297,2014-07-28,500/1000,1000,1243.68,0,Masters,protective-serv,0,-71400,Multi-vehicle Collision,Major Damage,Other,18,NO,0,2,NO,6870,0,48090,Y,207
273,2011-09-27,500/1000,1000,1189.04,0,Associate,prof-specialty,59600,0,Multi-vehicle Collision,Minor Damage,Police,0,NO,1,3,NO,7960,3980,27860,N,1215
147,2013-04-20,500/1000,2000,1375.29,0,Masters,armed-forces,0,0,Multi-vehicle Collision,Major Damage,Ambulance,11,NO,0,1,NO,6240,6240,43680,Y,651
285,1991-03-20,100/300,500,1389.13,0,Associate,priv-house-serv,63100,-79400,Single Vehicle Collision,Total Loss,Fire,13,NO,0,3,NO,5270,10540,36890,N,8710
289,2002-12-21,500/1000,1000,1387.51,0,Associate,sales,0,0,Multi-vehicle Collision,Minor Damage,Fire,19,YES,1,3,NO,7620,7620,53340,N,4404
427,2005-12-03,100/300,1000,1178.61,7000000,MD,craft-repair,0,-54400,Single Vehicle Collision,Major Damage,Ambulance,23,YES,1,2,YES,12980,19470,58410,Y,3366
380,2011-05-25,250/500,2000,1166.62,6000000,Associate,priv-house-serv,0,0,Parked Car,Trivial Damage,Police,23,NO,0,3,NO,570,570,4560,N,1371
13,2006-10-18,100/300,1000,1556.31,0,Associate,prof-specialty,0,-75000,Multi-vehicle Collision,Total Loss,Police,19,YES,2,0,YES,8630,8630,77670,N,3015
282,2006-07-19,250/500,500,1452.27,0,MD,farming-fishing,75800,0,Single Vehicle Collision,Major Damage,Ambulance,19,NO,1,2,NO,4680,9360,32760,Y,3095
312,2002-06-08,500/1000,1000,1212.07,0,MD,exec-managerial,66900,-51800,Multi-vehicle Collision,Total Loss,Fire,17,NO,2,3,NO,7040,7040,42240,N,4649
266,2009-02-12,100/300,2000,1578.54,0,Associate,handlers-cleaners,0,-41400,Single Vehicle Collision,Minor Damage,Fire,18,NO,1,3,YES,7590,15180,60720,N,2169
30,2001-05-14,500/1000,500,1488.26,0,College,machine-op-inspct,0,-63500,Multi-vehicle Collision,Total Loss,Police,17,NO,2,2,NO,5790,5790,46320,N,5038
198,2001-02-16,250/500,1000,1096.39,0,High School,armed-forces,0,0,Multi-vehicle Collision,Total Loss,Fire,11,NO,1,3,YES,5490,5490,38430,N,5092
290,1993-11-18,500/1000,2000,1215.36,0,Associate,tech-support,54400,0,Multi-vehicle Collision,Minor Damage,Fire,22,NO,0,1,NO,6620,6620,52960,N,7744
260,1990-02-18,100/300,2000,1482.57,0,MD,priv-house-serv,35000,0,Single Vehicle Collision,Minor Damage,Fire,7,NO,0,1,NO,10680,10680,42720,N,9133
233,2000-05-21,250/500,1000,954.18,0,College,tech-support,0,0,Multi-vehicle Collision,Minor Damage,Other,17,NO,2,3,YES,8500,4250,29750,N,5385
130,2012-08-26,500/1000,2000,1193.4,0,PhD,exec-managerial,0,-40800,Multi-vehicle Collision,Total Loss,Other,16,NO,2,3,NO,8900,4450,35600,N,890
230,2004-11-16,100/300,1000,1023.11,0,MD,adm-clerical,0,-45300,Multi-vehicle Collision,Minor Damage,Other,13,NO,1,2,YES,10700,10700,37450,N,3734
212,2003-01-23,500/1000,1000,1524.45,0,Masters,other-service,73200,0,Multi-vehicle Collision,Minor Damage,Other,17,YES,0,2,YES,8240,8240,65920,N,4402
299,2008-11-07,500/1000,1000,1653.32,0,College,other-service,0,-48800,Single Vehicle Collision,Minor Damage,Ambulance,3,YES,2,0,NO,6780,6780,40680,N,2270
91,1999-10-19,250/500,1000,1022.46,0,Associate,armed-forces,52700,0,Multi-vehicle Collision,Minor Damage,Other,15,NO,0,2,NO,7420,7420,59360,N,5606
398,1990-12-20,100/300,2000,1396.43,0,Associate,priv-house-serv,21500,0,Single Vehicle Collision,Total Loss,Fire,16,YES,2,1,NO,5270,5270,36890,N,8806
218,1996-02-14,250/500,500,1521.55,0,Associate,priv-house-serv,61100,-64500,Single Vehicle Collision,Major Damage,Fire,18,NO,1,3,YES,13640,6820,47740,Y,6897
152,2001-06-10,100/300,1000,1034.27,0,JD,armed-forces,0,0,Single Vehicle Collision,Minor Damage,Fire,18,NO,1,0,NO,7100,7100,49700,N,4989
212,2010-03-17,100/300,1000,1255.35,0,JD,protective-serv,60300,-58900,Multi-vehicle Collision,Total Loss,Ambulance,22,NO,0,3,YES,11860,5930,41510,N,1795
242,2003-07-30,500/1000,2000,1396.89,6000000,College,priv-house-serv,0,-61600,Multi-vehicle Collision,Minor Damage,Other,15,NO,1,2,YES,6690,13380,46830,Y,4207
80,2014-09-17,500/1000,500,795.31,0,JD,farming-fishing,0,-51000,Multi-vehicle Collision,Major Damage,Police,16,YES,1,3,NO,3710,7420,29680,Y,148
260,2009-06-03,100/300,500,982.22,0,JD,exec-managerial,54500,-72100,Single Vehicle Collision,Total Loss,Fire,18,NO,1,0,NO,15080,7540,52780,N,2080
133,1994-10-11,500/1000,500,1074.07,0,JD,prof-specialty,70900,-61100,Parked Car,Minor Damage,,8,NO,2,0,YES,420,840,2940,N,7414
290,1991-07-18,100/300,1000,1311.3,0,Associate,machine-op-inspct,38500,0,Multi-vehicle Collision,Major Damage,Ambulance,23,YES,0,0,YES,5850,5850,40950,Y,8577
322,2001-09-24,250/500,2000,1277.12,0,PhD,armed-forces,0,-46000,Single Vehicle Collision,Major Damage,Ambulance,18,NO,0,2,YES,7680,7680,26880,N,4865
228,2012-09-19,500/1000,500,1388.62,0,JD,sales,35200,0,Single Vehicle Collision,Minor Damage,Other,10,YES,1,0,YES,6610,6610,46270,N,852
195,1991-07-11,100/300,1000,1406.52,8000000,MD,tech-support,0,0,Single Vehicle Collision,Major Damage,Ambulance,12,NO,0,2,NO,4420,4420,35360,Y,8602
247,1991-10-29,100/300,500,1558.29,0,Masters,protective-serv,0,-49300,Vehicle Theft,Trivial Damage,Police,5,YES,1,2,NO,770,1540,5390,N,8511
405,1999-12-28,500/1000,1000,1132.47,4000000,MD,priv-house-serv,46300,0,Multi-vehicle Collision,Total Loss,Other,21,NO,2,3,NO,10240,10240,40960,N,5490
144,2012-10-11,250/500,2000,1896.91,0,PhD,handlers-cleaners,73700,0,Multi-vehicle Collision,Major Damage,Fire,17,YES,1,3,NO,5440,10880,38080,Y,835
338,1995-08-19,500/1000,500,1143.46,4000000,MD,priv-house-serv,0,0,Single Vehicle Collision,Total Loss,Other,4,YES,2,1,NO,9760,9760,39040,N,7123
121,1991-02-11,500/1000,500,1285.42,0,MD,priv-house-serv,0,0,Single Vehicle Collision,Major Damage,Fire,11,NO,1,1,NO,6730,6730,53840,Y,8745
398,1991-07-02,250/500,2000,1305.26,0,MD,farming-fishing,66200,-49700,Single Vehicle Collision,Major Damage,Fire,18,NO,1,3,YES,3340,6680,26720,Y,8591
9,1994-04-10,100/300,1000,1073.83,0,High School,machine-op-inspct,0,0,Single Vehicle Collision,Total Loss,Police,12,NO,0,0,NO,15580,15580,54530,N,7603
115,2005-12-04,500/1000,1000,1051.67,0,Associate,exec-managerial,0,0,Multi-vehicle Collision,Major Damage,Ambulance,18,YES,0,3,NO,0,4270,29890,Y,3374
280,2014-07-16,250/500,1000,1387.35,0,JD,transport-moving,0,-72000,Single Vehicle Collision,Minor Damage,Fire,16,NO,2,2,NO,10220,10220,40880,N,203
254,2003-09-17,250/500,500,1083.64,0,JD,other-service,59800,0,Multi-vehicle Collision,Total Loss,Police,19,YES,0,0,NO,13280,13280,53120,N,4181
141,2000-07-15,250/500,1000,1851.78,0,High School,craft-repair,78800,0,Single Vehicle Collision,Total Loss,Fire,13,NO,1,0,YES,6860,6860,48020,N,5322
441,2009-07-29,250/500,500,1270.29,4000000,College,armed-forces,24000,-50500,Parked Car,Minor Damage,,4,NO,0,0,NO,640,640,5120,N,2031
381,1991-04-13,500/1000,500,1459.99,0,MD,other-service,35900,0,Single Vehicle Collision,Major Damage,Fire,8,YES,1,2,YES,12120,6060,42420,N,8675
191,2005-11-20,100/300,2000,1253.44,0,Masters,craft-repair,0,0,Multi-vehicle Collision,Major Damage,Ambulance,19,NO,2,0,NO,10240,5120,40960,N,3366
145,1990-05-20,100/300,1000,1142.48,0,JD,priv-house-serv,0,0,Single Vehicle Collision,Total Loss,Ambulance,18,YES,2,0,NO,9500,4750,38000,N,9004
479,2002-11-28,500/1000,1000,1188.45,0,MD,exec-managerial,0,-44800,Multi-vehicle Collision,Total Loss,Other,9,NO,0,3,NO,5390,10780,37730,N,4434
215,2004-06-15,500/1000,1000,1125.4,0,Masters,adm-clerical,40000,-43400,Vehicle Theft,Trivial Damage,,6,NO,2,1,NO,220,440,1980,N,3866
41,2010-09-26,250/500,500,1294.41,0,High School,transport-moving,0,0,Vehicle Theft,Minor Damage,,8,YES,0,0,NO,1380,1380,6210,N,1611
45,1990-09-15,100/300,500,1459.5,0,MD,priv-house-serv,0,0,Parked Car,Minor Damage,,6,NO,1,3,NO,1000,1000,4000,N,8921
156,2009-09-16,100/300,500,1367.99,0,High School,armed-forces,26500,0,Multi-vehicle Collision,Major Damage,Fire,23,NO,0,3,NO,11040,5520,38640,Y,1980
246,1999-08-12,250/500,500,1594.37,0,Associate,exec-managerial,0,0,Parked Car,Trivial Damage,,13,NO,0,3,YES,660,1320,5280,N,5638
178,2009-03-08,100/300,500,1035.99,0,JD,exec-managerial,0,0,Multi-vehicle Collision,Minor Damage,Police,3,NO,2,0,NO,11760,11760,41160,N,2141
237,2009-04-27,250/500,500,911.53,0,PhD,sales,53200,0,Single Vehicle Collision,Major Damage,Police,23,NO,0,1,NO,0,11840,47360,N,2130
127,2006-08-02,500/1000,500,1319.97,0,Associate,craft-repair,73700,0,Vehicle Theft,Minor Damage,,8,YES,1,3,NO,470,940,3290,N,3079
1,1995-12-06,250/500,2000,1391.63,0,Associate,sales,61200,0,Single Vehicle Collision,Total Loss,Other,23,YES,0,3,NO,6940,6940,55520,N,7022
5,2002-11-13,250/500,500,915.41,5000000,High School,exec-managerial,0,0,Single Vehicle Collision,Total Loss,Police,23,YES,0,0,NO,4050,4050,32400,N,4473
64,1991-11-09,500/1000,1000,1468.82,0,JD,handlers-cleaners,56800,-51800,Multi-vehicle Collision,Minor Damage,Fire,9,NO,2,1,NO,5000,10000,45000,N,8497
142,1998-01-14,500/1000,500,1412.76,0,PhD,armed-forces,66400,-63700,Single Vehicle Collision,Minor Damage,Other,22,YES,2,3,NO,11220,11220,44880,N,6205
97,2002-04-25,500/1000,500,1588.26,0,High School,tech-support,56700,-49300,Multi-vehicle Collision,Total Loss,Other,22,YES,2,1,YES,8410,8410,58870,N,4657
121,1991-07-20,100/300,1000,1140.91,0,Associate,adm-clerical,51300,0,Multi-vehicle Collision,Major Damage,Fire,15,NO,1,2,NO,6430,6430,51440,Y,8611
225,2004-08-13,100/300,1000,1517.54,0,JD,priv-house-serv,0,-20900,Multi-vehicle Collision,Major Damage,Police,16,NO,2,0,YES,6440,6440,51520,N,3801
425,1990-06-24,250/500,2000,912.29,0,High School,priv-house-serv,42900,-39100,Multi-vehicle Collision,Minor Damage,Fire,17,NO,1,2,NO,16180,16180,64720,N,8987
285,1991-08-21,250/500,2000,1144.3,0,MD,priv-house-serv,52600,0,Vehicle Theft,Minor Damage,Police,3,YES,1,0,NO,500,500,4500,N,8568
192,2011-02-25,500/1000,1000,1281.43,0,Masters,transport-moving,65100,-50300,Multi-vehicle Collision,Total Loss,Other,10,NO,0,2,NO,3070,6140,21490,N,1435
285,2013-02-04,100/300,2000,1101.85,0,College,sales,46100,0,Single Vehicle Collision,Minor Damage,Police,9,NO,1,2,YES,3720,3720,26040,N,753
98,2001-02-20,500/1000,2000,1082.1,0,JD,exec-managerial,0,-30900,Multi-vehicle Collision,Total Loss,Police,13,NO,0,1,YES,14540,7270,43620,N,5098
175,1992-03-03,500/1000,500,1185.44,0,Masters,exec-managerial,44900,-52500,Multi-vehicle Collision,Major Damage,Police,15,YES,2,1,YES,3880,7760,31040,Y,8368
259,2006-12-21,500/1000,2000,1175.07,0,MD,craft-repair,30100,0,Single Vehicle Collision,Minor Damage,Fire,23,NO,1,1,NO,7980,7980,71820,N,2935
140,2000-07-14,500/1000,2000,979.26,0,JD,transport-moving,0,-67000,Multi-vehicle Collision,Major Damage,Fire,2,YES,0,2,YES,14560,14560,43680,N,5343
231,1991-12-12,250/500,500,920.81,0,High School,sales,0,0,Single Vehicle Collision,Major Damage,Fire,14,YES,2,0,NO,0,7910,63280,Y,8464
186,2013-07-01,100/300,500,922.85,0,High School,adm-clerical,70300,-70900,Vehicle Theft,Trivial Damage,,7,NO,1,1,YES,400,400,2800,N,604
229,1998-12-16,250/500,2000,1107.59,3000000,PhD,tech-support,65400,0,Single Vehicle Collision,Major Damage,Other,23,NO,1,3,NO,10440,10440,41760,N,5882
180,2015-01-03,100/300,500,1272.46,0,College,prof-specialty,0,0,Multi-vehicle Collision,Minor Damage,Ambulance,7,YES,2,1,NO,12660,6330,50640,N,47
188,1994-04-01,250/500,1000,1340.24,0,High School,protective-serv,0,-68800,Multi-vehicle Collision,Minor Damage,Police,8,YES,1,0,NO,13820,6910,55280,Y,7618
214,2000-08-15,100/300,1000,1648.0,0,JD,transport-moving,57700,-43500,Single Vehicle Collision,Total Loss,Other,17,NO,1,0,YES,8040,4020,32160,N,5286
178,2014-11-13,250/500,500,1381.14,0,College,other-service,0,0,Multi-vehicle Collision,Minor Damage,Other,10,NO,0,3,NO,5200,10400,41600,N,101
55,2011-02-04,500/1000,500,1198.44,8000000,MD,priv-house-serv,0,0,Vehicle Theft,Minor Damage,Police,9,NO,0,3,NO,560,560,1960,N,1440
90,1990-06-24,250/500,2000,951.27,0,PhD,other-service,42100,0,Single Vehicle Collision,Total Loss,Other,2,YES,1,0,YES,13780,6890,55120,N,8962
135,2009-01-21,500/1000,2000,1341.24,0,MD,farming-fishing,37100,-46500,Multi-vehicle Collision,Minor Damage,Ambulance,18,NO,0,1,NO,5940,2970,23760,N,2189
277,1992-11-07,250/500,2000,1177.57,0,Associate,adm-clerical,0,-65500,Vehicle Theft,Minor Damage,Police,4,NO,2,3,NO,430,860,2580,N,8113
211,1997-05-15,250/500,1000,1055.09,0,Masters,transport-moving,0,0,Single Vehicle Collision,Total Loss,Fire,12,NO,0,3,YES,8320,16640,66560,Y,6466
156,1992-03-20,250/500,500,1479.48,0,Masters,prof-specialty,0,0,Single Vehicle Collision,Major Damage,Other,15,YES,1,3,YES,6790,13580,54320,Y,8334
84,1995-07-17,500/1000,2000,1827.38,0,Associate,priv-house-serv,0,-15900,Vehicle Theft,Trivial Damage,Police,9,YES,1,3,NO,420,840,3360,N,7122
136,2000-12-27,100/300,500,1169.62,0,JD,sales,0,0,Single Vehicle Collision,Major Damage,Police,6,YES,0,0,NO,10000,10000,35000,Y,5152
310,1999-08-06,100/300,500,1516.34,0,JD,adm-clerical,11000,0,Multi-vehicle Collision,Major Damage,Police,11,YES,0,2,NO,13200,6600,39600,Y,5630
123,2007-03-03,500/1000,2000,1270.21,0,College,sales,16100,-61200,Multi-vehicle Collision,Total Loss,Fire,13,NO,1,1,NO,6140,0,49120,N,2874
243,1997-12-25,250/500,500,809.11,0,JD,craft-repair,33200,0,Multi-vehicle Collision,Minor Damage,Other,4,NO,2,1,YES,5140,10280,35980,N,6242
36,2013-11-06,500/1000,1000,1115.81,0,Masters,machine-op-inspct,0,-59800,Multi-vehicle Collision,Minor Damage,Ambulance,20,YES,1,3,NO,5420,10840,32520,N,463
146,1990-09-21,100/300,1000,1457.65,5000000,College,armed-forces,0,0,Multi-vehicle Collision,Major Damage,Ambulance,0,NO,1,3,NO,5820,5820,40740,N,8901
154,1999-10-05,100/300,1000,1041.36,0,JD,priv-house-serv,53100,-43900,Multi-vehicle Collision,Total Loss,Other,18,NO,2,3,YES,13520,13520,47320,Y,5592
204,1992-04-07,250/500,1000,1693.83,7000000,High School,protective-serv,44000,-20800,Single Vehicle Collision,Minor Damage,Police,6,NO,1,0,NO,5340,5340,42720,N,8312
458,2009-03-05,100/300,1000,1685.69,0,High School,protective-serv,31400,0,Single Vehicle Collision,Total Loss,Police,23,NO,2,2,YES,14360,14360,43080,N,2175
147,1997-02-10,250/500,500,1054.92,6000000,PhD,prof-specialty,51900,0,Single Vehicle Collision,Major Damage,Other,4,NO,0,0,NO,8530,0,59710,Y,6549
279,1992-01-28,250/500,2000,1333.97,6000000,MD,other-service,61100,-30700,Multi-vehicle Collision,Major Damage,Other,21,NO,1,0,NO,11100,11100,38850,Y,8385
308,2013-09-16,100/300,1000,1013.61,6000000,Associate,craft-repair,45700,-41400,Parked Car,Minor Damage,,7,NO,1,1,YES,860,860,3870,N,474
284,2008-05-16,500/1000,500,958.3,0,PhD,machine-op-inspct,47900,0,Multi-vehicle Collision,Major Damage,Fire,19,NO,0,0,NO,8520,8520,29820,N,2442
108,2002-01-04,250/500,2000,1112.04,6000000,PhD,other-service,52800,-54300,Parked Car,Minor Damage,,5,NO,1,3,NO,780,780,2730,N,4757
421,2002-04-02,250/500,2000,1206.26,0,Associate,armed-forces,69900,0,Multi-vehicle Collision,Minor Damage,Police,22,YES,0,0,NO,15700,7850,54950,N,4687
266,1998-07-16,500/1000,1000,763.67,0,Associate,prof-specialty,12800,-49700,Single Vehicle Collision,Total Loss,Police,12,YES,1,3,YES,7870,7870,55090,N,6047
412,2002-08-15,250/500,500,1042.56,0,High School,handlers-cleaners,0,-66100,Multi-vehicle Collision,Total Loss,Police,19,NO,0,2,NO,15120,7560,45360,N,4541
31,1999-09-07,100/300,2000,1263.48,4000000,JD,other-service,46800,-87300,Single Vehicle Collision,Major Damage,Fire,10,NO,2,0,NO,5300,10600,47700,Y,5632
465,2012-01-12,250/500,500,1006.99,6000000,Masters,sales,0,0,Single Vehicle Collision,Minor Damage,Other,7,NO,0,3,NO,4840,4840,33880,N,1120
126,1996-08-18,250/500,1000,1328.26,0,Masters,sales,42300,-45800,Single Vehicle Collision,Total Loss,Police,17,NO,1,1,NO,13520,6760,40560,N,6711
407,1996-03-11,100/300,1000,1250.08,5000000,PhD,tech-support,0,-57700,Multi-vehicle Collision,Total Loss,Police,0,NO,2,3,YES,11360,11360,45440,N,6908
101,1997-11-23,500/1000,500,982.7,6000000,College,transport-moving,30800,-43700,Parked Car,Minor Damage,,9,NO,1,0,NO,940,470,3760,N,6260
187,2013-08-08,500/1000,1000,1412.06,5000000,Masters,protective-serv,60100,0,Single Vehicle Collision,Total Loss,Ambulance,21,NO,0,3,NO,5770,5770,46160,N,526
252,1996-11-30,500/1000,2000,1066.7,0,JD,handlers-cleaners,0,0,Multi-vehicle Collision,Total Loss,Other,22,NO,0,2,NO,14920,14920,59680,N,6635
229,1997-06-18,250/500,2000,1585.54,0,High School,protective-serv,42600,-44400,Vehicle Theft,Minor Damage,,3,NO,1,0,YES,420,840,3360,N,6462
246,2007-04-19,250/500,1000,1416.08,0,JD,craft-repair,0,-36600,Single Vehicle Collision,Minor Damage,Ambulance,16,YES,0,3,NO,5020,5020,35140,N,2840
190,2007-09-19,250/500,500,1246.03,0,JD,craft-repair,61900,-50000,Single Vehicle Collision,Total Loss,Other,14,YES,0,0,NO,9020,4510,31570,N,2688
95,1996-12-21,500/1000,2000,1356.64,0,Masters,machine-op-inspct,67800,-48600,Multi-vehicle Collision,Total Loss,Police,21,YES,0,3,YES,15120,15120,52920,N,6638
205,2008-02-03,100/300,2000,1387.7,4000000,High School,priv-house-serv,0,0,Single Vehicle Collision,Minor Damage,Police,19,NO,2,1,NO,15660,15660,54810,N,2541
41,2003-07-16,100/300,1000,1004.14,0,Masters,priv-house-serv,35400,0,Multi-vehicle Collision,Major Damage,Fire,13,NO,1,3,NO,9600,4800,33600,N,4232
137,1991-05-05,500/1000,500,1107.07,0,High School,protective-serv,0,-45300,Vehicle Theft,Minor Damage,Police,21,NO,0,0,YES,600,600,2100,N,8676
194,1991-06-16,100/300,500,1429.96,0,JD,protective-serv,67800,0,Multi-vehicle Collision,Minor Damage,Ambulance,11,NO,1,2,YES,11440,5720,40040,N,8611
128,2001-04-03,250/500,1000,1074.99,0,Associate,adm-clerical,0,-48800,Vehicle Theft,Trivial Damage,Police,16,NO,2,0,NO,1380,690,5520,N,5022
150,2014-03-16,500/1000,1000,1007.0,0,PhD,transport-moving,30400,-89400,Single Vehicle Collision,Total Loss,Police,9,NO,0,2,NO,12320,12320,55440,N,317
104,2010-08-03,100/300,500,1052.85,0,MD,protective-serv,0,-70100,Vehicle Theft,Minor Damage,Police,8,NO,0,0,YES,960,480,3360,N,1651
163,2009-11-25,500/1000,1000,1200.33,4000000,High School,craft-repair,0,-36400,Vehicle Theft,Minor Damage,Police,7,NO,2,1,YES,390,780,2730,Y,1899
80,2001-05-08,100/300,1000,1343.0,0,Masters,handlers-cleaners,64600,0,Single Vehicle Collision,Minor Damage,Other,12,NO,0,0,NO,9040,9040,72320,N,4988
65,2004-06-14,250/500,2000,1441.6,5000000,MD,sales,0,0,Multi-vehicle Collision,Minor Damage,Other,21,YES,0,0,NO,6290,12580,44030,N,3864
179,1994-08-07,100/300,1000,1433.42,6000000,Associate,protective-serv,53800,0,Single Vehicle Collision,Major Damage,Police,4,YES,1,2,NO,5420,10840,37940,Y,7473
372,2004-08-26,500/1000,2000,1368.57,0,MD,tech-support,0,0,Multi-vehicle Collision,Major Damage,Police,18,NO,2,2,YES,5180,10360,36260,N,3782
